voyage_name,freight_revenue,total_days,bunker_cost,port_costs,canal_costs,other_costs,commission,total_voyage_costs,profit_loss,tce_per_day,bunker_price
Santos_to_Rotterdam_Supramax,1200000.0,34.0,358400.0,180000.0,45000.0,25000.0,15000.0,623400.0,576600.0,16958.823529411766,400
Santos_to_Rotterdam_Supramax,1200000.0,34.0,403200.0,180000.0,45000.0,25000.0,15000.0,668200.0,531800.0,15641.176470588236,450
Santos_to_Rotterdam_Supramax,1200000.0,34.0,448000.0,180000.0,45000.0,25000.0,15000.0,713000.0,487000.0,14323.529411764706,500
Santos_to_Rotterdam_Supramax,1200000.0,34.0,492800.0,180000.0,45000.0,25000.0,15000.0,757800.0,442200.0,13005.882352941177,550
Santos_to_Rotterdam_Supramax,1200000.0,34.0,537600.0,180000.0,45000.0,25000.0,15000.0,802600.0,397400.0,11688.235294117647,600
Santos_to_Rotterdam_Supramax,1200000.0,34.0,582400.0,180000.0,45000.0,25000.0,15000.0,847400.0,352600.0,10370.588235294117,650
Santos_to_Rotterdam_Supramax,1200000.0,34.0,627200.0,180000.0,45000.0,25000.0,15000.0,892200.0,307800.0,9052.941176470587,700
Santos_to_Rotterdam_Supramax,1200000.0,34.0,672000.0,180000.0,45000.0,25000.0,15000.0,937000.0,263000.0,7735.294117647059,750
Santos_to_Rotterdam_Supramax,1200000.0,34.0,716800.0,180000.0,45000.0,25000.0,15000.0,981800.0,218200.0,6417.64705882353,800
